index,zip code,annual income,number of people in household
8874,21829,130824.21719663023,6
8875,75801,197765.7470301365,2
8876,17251,200388.55731972452,2
8877,33280,76627.89287698641,5
8878,27473,66095.42969056554,2
8879,52053,154526.85398772045,6
8880,19718,178264.33828975644,7
8881,89803,136202.95655364846,4
8882,95601,230414.6349884365,3
8883,89475,147358.12625650084,2
8884,50815,82906.50495324816,7
8885,89983,206485.1713307106,2
8886,50767,95711.87151060013,6
8887,12041,71591.2036211226,3
8888,75433,109229.95045503,5
8889,19058,180144.76470304784,3
8890,14888,69627.66781202305,4
8891,71722,217998.74249101357,2
8892,94658,126764.97162402401,2
8893,70136,92498.37936341205,5
8894,94443,61615.87135424119,3
8895,92992,109516.40542276301,3
8896,26934,264340.23716175713,4
8897,31833,323546.2257585077,3
8898,92041,105726.70137093776,1
8899,70478,99840.44533182694,4
8900,89236,144236.8411614107,3
8901,81344,63291.41358441198,2
8902,54842,167906.90323581066,3
8903,86919,172767.3641574695,3
8904,09026,382847.5359046502,2
8905,91269,134425.98931345405,2
8906,07655,65741.02060852984,2
8907,12933,156842.4199157434,4
8908,41516,117480.64764485549,3
8909,05362,249853.32887046604,3
8910,53689,193898.5376595383,2
8911,59206,67824.79682785347,2
8912,38711,114852.97798092118,3
8913,25345,114307.98748675364,4
8914,31692,196707.13084312473,4
8915,06435,94625.64391543432,5
8916,15930,95056.30558058349,3
8917,61138,146573.13866343303,4
8918,93312,101187.77159807592,5
8919,67004,187313.64765064322,4
8920,70422,192587.64829234837,2
8921,89668,96783.12126568439,1
8922,95780,86131.78671666903,2
8923,28801,280831.9061433009,3
8924,30471,132389.68450434582,2
8925,98801,83662.77909277508,3
8926,14224,230047.71726149923,5
8927,38378,107115.25085045288,3
8928,10950,122163.95017344759,3
8929,42714,72294.12690186255,1
8930,00438,187201.37868010104,4
8931,61974,395223.1944633746,2
8932,12382,77673.91182970573,3
8933,46243,249376.4428542733,3
8934,65796,44377.270715120605,3
8935,95199,254890.68416615538,3
8936,34677,150293.8270652452,4
8937,22656,68565.28936534506,2
8938,82215,190759.25391073312,5
8939,53687,208514.89559921538,1
8940,64380,245067.52140960057,2
8941,84788,132413.65279352636,3
8942,63387,134960.77359264524,3
8943,00286,181247.82708959558,3
8944,96887,141555.678185143,2
8945,96811,131494.0409923066,1
8946,37048,214264.52565301466,1
8947,12694,245586.848834143,2
8948,45643,103267.1262572185,3
8949,04227,272846.9821868808,4
8950,32940,251178.10573930675,2
8951,87336,56222.788830258985,3
8952,50963,134495.0740783355,2
8953,24438,91048.93684393483,1
8954,50775,135662.9927217079,2
8955,90663,145133.08452825298,3
8956,16546,150512.1908160084,1
8957,89283,112543.33763465923,4
8958,77735,66905.30231672667,5
8959,01046,501835.0542735297,2
8960,20077,176882.79095220938,3
8961,97191,246231.7091181336,2
8962,67032,204594.3285142993,3
8963,20361,174104.87949197003,2
8964,14311,74281.17510739982,3
8965,84152,212761.2532581763,6
8966,09262,179029.29808101163,5
8967,84347,173931.53014026803,3
8968,00366,100364.63532761025,2
8969,40486,101841.2478760526,6
8970,07392,221788.062050593,1
8971,07374,97069.04439941763,3
8972,41297,236070.05140591093,5
8973,61708,59556.7190805706,5
8974,10652,307689.82098135265,3
8975,54649,380824.28670456423,2
8976,65122,150026.3797659815,3
8977,02849,147157.90228466314,2
8978,72071,110350.63951320176,3
8979,90627,122666.98214856315,4
8980,43576,157668.78673061478,1
8981,94898,106559.24626416102,2
8982,37980,74392.98932092117,3
8983,03074,172623.357866143,1
8984,15600,125114.7711833436,4
8985,92040,122239.59048628228,3
8986,03337,121896.3101672138,5
8987,49181,233882.0858246539,3
8988,00331,114642.73922341372,2
8989,09162,116801.68437411405,5
8990,83912,161348.05131928425,1
8991,46451,106260.9385233641,3
8992,59099,126674.18516629087,1
8993,19972,127122.85123402142,2
8994,75382,312741.07846372377,3
8995,47697,93605.05657306079,3
8996,37719,299897.0552064063,3
8997,72950,292078.96907651104,1
8998,27756,255143.71634091792,8
8999,44605,80415.2404823947,1
9000,08669,66118.74625396755,2
9001,84866,144447.69751745363,2
9002,45437,77147.85087965862,3
9003,68987,252145.3456149412,2
9004,14004,103809.93565725433,2
9005,17970,109425.9814821542,3
9006,67717,131021.45680286025,1
9007,18239,146607.33914294647,3
9008,09604,153743.19835524776,3
9009,08140,147642.99264516332,4
9010,57991,128452.95565187285,4
9011,19171,140965.05137727733,2
9012,26366,191295.1787785428,3
9013,45897,190842.48549984774,1
9014,47707,108940.85013567057,3
9015,09733,143240.44160290802,3
9016,01080,198758.81272228932,1
9017,36047,117103.83434647309,4
9018,04402,346782.9280845645,3
9019,29289,86613.31867129935,3
9020,40794,144441.41076872856,5
9021,17021,161222.07065694508,1
9022,38641,108341.52406984774,2
9023,98100,118044.0472711079,3
9024,00044,108635.55280145656,4
9025,12088,114666.80606661357,3
9026,36527,175760.86370097418,4
9027,48424,125046.01082490265,5
9028,95790,117696.83678828544,2
9029,14608,101656.87423738219,4
9030,27135,37589.12432142584,5
9031,42968,97952.00990252501,6
9032,13679,118745.69527515926,1
9033,51262,148503.0363137903,3
9034,44576,190213.0854019659,2
9035,68868,100029.46585650332,1
9036,22291,298300.8426286036,4
9037,84599,331265.4562357155,1
9038,17303,98252.14502758285,2
9039,00442,106576.49902783828,3
9040,72691,170031.73225476497,4
9041,19769,283316.59575840336,1
9042,00248,148427.15289608928,2
9043,65332,201274.92870981732,2
9044,55052,313642.4009791858,4
9045,85257,87076.71558284019,2
9046,95240,207745.02113460863,5
9047,15727,114950.61049161736,3
9048,94262,100624.4644948416,2
9049,07999,88525.24904996745,2
9050,40765,199208.82460382523,2
9051,19492,65072.63556138078,2
9052,17744,97758.78133795735,3
9053,78931,152512.6092159532,2
9054,44615,381620.95986077667,5
9055,34063,163318.6675222418,3
9056,62312,92039.23934613026,1
9057,07774,54414.96668310505,1
9058,48399,124703.67066830295,4
9059,02819,157012.40503157588,6
9060,81996,131436.8281240737,3
9061,44703,185526.07022257065,3
9062,10867,89201.77354974848,7
9063,45206,56398.38729598084,4
9064,26149,73094.0262057725,3
9065,59638,203954.20119857788,5
9066,34347,235924.90855739036,1
9067,75048,124377.21567406016,3
9068,80955,202295.12945554068,1
9069,37007,122754.82704002062,4
9070,60445,100489.62948448652,3
9071,36307,125105.77569194378,3
9072,50034,92030.03150821089,3
9073,42530,152224.31781087388,3
9074,42531,79810.92703740047,2
9075,83099,191043.29878399486,1
9076,43056,152651.26076586515,3
9077,12311,85299.71338379847,4
9078,56138,110276.58089005809,1
9079,45393,129526.97751145643,7
9080,49016,75286.09370299148,2
9081,09102,199846.77616717224,2
9082,79996,129059.60351702648,3
9083,34943,109540.13054514547,4
9084,71543,111903.67831117858,3
9085,00478,192819.46928610513,1
9086,78322,630686.555979832,4
9087,19458,114714.16152466933,2
9088,96337,176144.25481845104,2
9089,23812,129568.66516692938,3
9090,21795,112913.4041667163,4
9091,37995,158454.06734823395,3
9092,54243,82017.48967701907,3
9093,83944,210170.62981463526,1
9094,76063,249964.6144375351,1
9095,00647,313306.58123274805,5
9096,38174,95455.88646871285,1
9097,27869,94411.75380716979,3
9098,53066,50083.40837258642,5
9099,47499,115319.57907416255,4
9100,33205,88414.54710608661,3
9101,38264,325181.4416369156,2
9102,95649,80740.20646909637,2
9103,39980,129983.50957643236,2
9104,95725,154973.24494448226,1
9105,81654,81893.65016840832,2
9106,76328,103940.5524533437,2
9107,65123,66851.63958492284,4
9108,53942,105531.68322085758,4
9109,64218,316103.3250410344,4
9110,66993,357380.10560197773,2
9111,59114,150318.84669212834,4
9112,88008,103693.74038944754,3
9113,18463,93562.53850706428,1
9114,31489,251645.61515500213,2
9115,49590,178702.44310095854,3
9116,22136,179003.80514764338,2
9117,39212,124175.97209736635,3
9118,14236,190750.79872904313,1
9119,61943,136187.65265731706,4
9120,90105,301186.8261093722,1
9121,29535,219789.878387494,2
9122,96562,216768.87201687592,3
9123,00358,108295.00830097747,2
9124,29149,274223.95495861425,3
9125,10892,44003.49776437874,3
9126,78552,84917.34640247255,2
9127,55941,79754.13291327393,5
9128,99369,194235.33206528018,4
9129,68089,177444.06445594272,1
9130,61894,141744.7739010346,1
9131,72087,425058.9153977839,3
9132,63603,61324.19494531132,3
9133,21502,134363.99079682765,3
9134,58372,160554.14522901858,3
9135,42497,105774.73066493448,3
9136,24562,136719.5077218232,5
9137,11934,134837.72109871716,5
9138,79679,75490.07356764968,2
9139,86063,113083.2488379651,3
9140,25346,144499.8079765794,1
9141,22876,99751.94788530278,2
9142,14413,178704.92786081618,3
9143,71099,113388.37088328715,3
9144,28643,75688.90327285689,4
9145,91844,163344.94635732853,2
9146,32222,76288.59853959545,4
9147,94782,107833.1778869507,5
9148,49895,209704.94505593876,6
9149,97638,182603.9286650622,1
9150,77681,186265.38948096457,4
9151,06540,200640.7843151937,4
9152,49844,174976.4603981745,3
9153,72271,76750.43122687498,2
9154,05739,81307.80950837141,5
9155,34443,228611.1194272363,1
9156,91595,98828.5368884571,8
9157,59349,99843.04046828106,5
9158,86254,136809.33448028617,1
9159,54446,51548.25353598126,3
9160,75308,211633.23859495684,2
9161,26845,48711.75956005869,6
9162,92155,102779.73724045661,2
9163,01604,103175.76336350245,5
9164,61066,96991.12506860774,2
9165,53018,160297.42682391865,2
9166,18713,211170.00770035034,5
9167,63216,58764.752489617036,3
9168,30999,131416.63483836607,2
9169,68836,281990.34246841964,3
9170,17737,191146.8144480003,3
9171,03703,73713.53098045723,2
9172,29295,148502.38698079597,4
9173,28469,122723.77990859705,1
9174,87692,101684.64407344599,2
9175,85427,40937.68073489111,5
9176,03670,122333.03695526665,3
9177,60886,155333.44976182215,1
9178,45013,156562.7851706751,2
9179,65291,237189.6304176754,3
9180,10307,156859.46253155917,2
9181,45218,142454.0117811771,1
9182,83356,226758.20396790694,2
9183,09861,271747.38747625233,1
9184,93213,51157.201906732895,1
9185,80118,225850.98220355195,2
9186,00849,517088.21404654125,3
9187,56896,174953.19480682595,3
9188,42997,67899.12001723179,4
9189,59744,225864.04906709975,5
9190,40915,79191.99997781836,3
9191,42713,169413.32970213937,3
9192,99202,181887.7620313263,5
9193,32088,81674.21698251787,6
9194,82092,103445.20336378278,3
9195,35184,72757.44358611805,3
9196,93742,146243.21779624993,4
9197,87101,109652.67138011652,1
9198,10768,103802.33300463897,5
9199,54332,139210.28319280405,4
9200,07587,136511.2650156276,2
9201,17150,38592.09365415341,2
9202,57166,149334.882740722,4
9203,35847,158326.19535853504,3
9204,73656,75304.39391648918,5
9205,21716,197249.85991388038,2
9206,58522,142532.63670046194,3
9207,89704,343087.9513583723,2
9208,15373,150402.57738135936,3
9209,00084,50618.2612401012,4
9210,53338,125698.14091894244,1
9211,25906,303820.20603721327,1
9212,00853,232426.18975992524,4
9213,99340,213449.71221231873,4
9214,09832,161744.15415798148,4
9215,23091,77216.33178819036,4
9216,11139,177271.79744475728,4
9217,15158,180981.33692307954,3
9218,73291,129409.45396256231,5
9219,39633,47133.95265611417,7
9220,20623,194210.81289269633,5
9221,73885,258786.0221684804,2
9222,73869,38834.19647679445,4
9223,62631,214478.6177600859,4
9224,71517,276092.7585091627,5
9225,86809,431534.1940159418,3
9226,72678,111171.77896242081,1
9227,92980,70457.43639607794,2
9228,23828,136890.9732036808,2
9229,20217,162810.98552772086,3
9230,71132,294517.48189309484,2
9231,52622,162890.66159695096,5
9232,34491,57134.046269525774,2
9233,30056,54055.611230257746,3
9234,36647,71096.18902939469,2
9235,38344,175223.42836504834,2
9236,75629,127855.85550936928,2
9237,23066,177277.9541217934,3
9238,26090,126848.39310709815,4
9239,06897,94834.13580352906,2
9240,39213,91614.26940022335,3
9241,57486,196700.11733944336,5
9242,13466,80973.8709667679,4
9243,96426,130543.91764808023,4
9244,73521,101983.03196802034,2
9245,23551,204593.31424449215,1
9246,17715,170283.64847944703,3
9247,36179,322060.4646575927,2
9248,24235,79100.25603557943,2
9249,43297,87865.29825651269,2
9250,42219,515928.2947543469,2
9251,38182,141703.39627245915,5
9252,84017,110697.38956214963,2
9253,57778,75591.43142940501,3
9254,01907,290752.82631965046,4
9255,89050,318443.55556513777,4
9256,43769,128562.10565198434,4
9257,57847,115153.87280806211,6
9258,70973,205301.3417304333,3
9259,20982,126678.34549298635,3
9260,88201,99246.22420773431,2
9261,21344,90972.14320137394,4
9262,61523,261219.55611470636,3
9263,13298,55385.63839531993,4
9264,96945,158172.69834399538,3
9265,62787,97216.04172217524,1
9266,01839,124338.02451052012,3
9267,49521,98232.9198799907,3
9268,31401,187302.73826314553,2
9269,54336,135727.39366950566,6
9270,01450,101529.75263742046,4
9271,81878,114114.45652995122,3
9272,59673,283154.3514621677,5
9273,73694,230343.16289785365,2
9274,65393,111006.03080092874,2
9275,93105,68192.79469027004,3
9276,07105,169761.93440984568,4
9277,90032,140847.31925129742,2
9278,13682,117288.26327379556,1
9279,72683,147766.00543148158,2
9280,30029,249667.88575872168,3
9281,94399,138787.1484680997,2
9282,92694,58619.39511857297,4
9283,28246,111438.26300418637,2
9284,15722,138747.35733039342,2
9285,27068,169545.446252454,3
9286,33732,114075.81468484597,3
9287,05808,129915.6782278007,2
9288,58979,194724.18640251496,1
9289,04885,327250.8647745819,4
9290,34038,177583.2008317357,3
9291,82056,226451.88798410288,1
9292,38111,175910.91467347526,3
9293,63851,180232.17915135206,3
9294,37909,219592.04037436366,2
9295,66017,266596.73983112676,4
9296,61949,109316.14189948089,2
9297,62155,157710.79470307915,5
9298,53033,160684.65138680884,6
9299,69962,171952.06390009646,4
9300,79495,75443.06026484777,2
9301,15672,77920.6458818558,2
9302,47990,166833.03410530754,2
9303,38179,74739.68200342449,5
9304,74146,614367.0066288381,4
9305,16734,264980.45157113316,5
9306,33204,99286.85063449031,2
9307,19019,235156.96564937485,2
9308,49580,172403.1342536494,3
9309,18428,81121.23764455563,3
9310,42797,138236.13763396593,3
9311,00611,74449.92039109029,2
9312,70020,78406.5050954879,2
9313,50439,76186.40253491966,2
9314,32129,100391.24299230226,5
9315,79553,120159.6879465699,2
9316,03138,71783.74344099633,2
9317,43855,192925.77358950974,3
9318,13175,66870.97860375703,6
9319,84983,184979.9141852339,3
9320,68117,83814.4327112178,2
9321,87184,70803.72785866552,2
9322,17093,66441.89484938468,3
9323,86881,76138.9626064384,6
9324,31583,495072.6217640702,2
9325,19362,72234.35203299069,3
9326,20648,166087.7562665668,5
9327,48702,103505.36203923996,1
9328,68284,243736.6654096795,2
9329,03847,41518.349565948214,1
9330,12554,134185.7343552655,2
9331,81418,301103.1043266141,3
9332,86167,100801.27371376811,5
9333,64942,129499.61102982934,2
9334,96184,36001.30175205733,3
9335,21570,72309.62742138683,2
9336,37844,223282.1262376078,4
9337,79936,171240.37956894148,3
9338,47215,65393.318345437714,3
9339,77834,98219.63995433874,2
9340,95907,71730.22005539475,1
9341,35472,100552.82982933173,5
9342,44349,220246.52078501214,4
9343,28869,139638.8232465781,1
9344,50819,367251.88683953416,3
9345,07727,373225.11110886483,1
9346,84836,186079.25169178285,3
9347,42074,82671.14153401525,5
9348,04211,172213.47725879584,2
9349,90672,219175.55320771827,3
9350,62171,133690.73883256022,3
9351,87255,148104.01992677845,2
9352,41426,111121.04140852657,3
9353,96780,115526.92152538449,3
9354,80782,75831.02074724447,2
9355,29326,37134.555353279495,2
9356,32201,161981.60906893908,1
9357,16836,91303.19502226193,4
9358,71914,77889.45328017062,3
9359,79499,323963.3607137488,1
9360,72353,264892.75308147003,4
9361,11360,109428.71922223558,4
9362,29273,94106.13260306879,3
9363,26950,87473.9195189971,5
9364,49815,106192.99733573318,3
9365,45550,107149.18648176047,2
9366,73410,145772.72312946594,1
9367,77077,205101.17730905334,3
9368,75147,159885.66643455785,3
9369,17248,99680.50910053204,3
9370,27882,40855.72467995398,2
9371,82146,54516.43819601224,3
9372,99383,213287.49473995247,2
9373,01296,99000.94996388613,2
9374,31698,164551.47539043994,3
9375,22318,225234.17879282098,1
9376,77686,226381.97235474794,1
9377,12006,200587.9271583834,4
9378,00672,233140.07259836394,2
9379,01071,121219.13813556207,3
9380,28338,103922.64932845367,1
9381,64882,80717.17873889326,2
9382,97013,186023.8121026297,2
9383,86014,237837.82808915857,4
9384,68849,237869.53204967373,4
9385,96447,132084.72346813165,2
9386,67981,185192.89589800363,1
9387,54801,163601.83353977,1
9388,01275,47505.53019316598,2
9389,71634,103262.19397843468,1
9390,11890,128624.20933054852,1
9391,45867,88866.43386709223,2
9392,87027,95919.43851235836,4
9393,09743,370348.4213257101,4
9394,45825,76811.48285585578,2
9395,46582,108063.09097074438,6
9396,49805,106626.45741611827,5
9397,21023,211871.40907212926,3
9398,59583,175443.27586669798,3
9399,75833,173355.6906944916,1
9400,15339,72199.91296115592,2
9401,20870,88339.08914557086,2
9402,61179,242250.79295170336,6
9403,87506,136197.4107477129,4
9404,03157,88625.02221009812,1
9405,28985,239691.6143613477,1
9406,33820,193445.0980497986,3
9407,68193,386962.0652458094,4
9408,24699,135734.52831912288,4
9409,24876,128578.1732641326,4
9410,57637,111368.8791287713,5
9411,08672,167282.45531606136,3
9412,87509,206750.01411731768,2
9413,44265,114597.49890261907,4
9414,33621,168196.88748900828,3
9415,43834,334055.7050524627,5
9416,29217,86321.32177297973,3
9417,02719,136026.0203671671,3
9418,62232,181737.98848270488,2
9419,64961,81484.7955564515,1
9420,28417,163568.9640740508,5
9421,25699,133051.04625115506,5
9422,28645,156384.44495066314,2
9423,75419,372999.3186738196,6
9424,89588,128904.0144906182,2
9425,98295,25113.244892151637,4
9426,18413,107591.38405025148,1
9427,49457,205191.11266232544,5
9428,31364,69997.27962251857,3
9429,58089,368702.3462261003,4
9430,07107,124689.8875735425,2
9431,37507,96291.93064319693,1
9432,68880,97432.3587570683,4
9433,90999,212455.93128712344,4
9434,78662,108531.74216339694,2
9435,57330,235267.80688573795,2
9436,30722,71335.55045216125,4
9437,33128,257364.4467007272,5
9438,87631,172477.9651751945,1
9439,22936,163712.53045392034,5
9440,75602,475747.63387364236,3
9441,34307,102407.23839191282,4
9442,01152,146238.2449688928,1
9443,50930,75987.97505352579,6
9444,34085,93043.31694124064,3
9445,85228,73345.27124012423,3
9446,05102,56657.50889325648,2
9447,89705,50718.81832078226,4
9448,72462,90906.25649378434,3
9449,10773,76808.1629216518,1
9450,11894,151650.4848450292,5
9451,30470,321960.09752509545,2
9452,09751,175532.5085824603,4
9453,41298,169258.01089489288,3
9454,25627,143728.75746189267,2
9455,88014,68478.584532905,6
9456,48331,158850.4349596005,1
9457,94054,65580.14604270461,5
9458,18610,206371.78754302024,2
9459,43191,162416.27991128524,2
9460,09229,148324.94665472314,5
9461,45906,120819.09442754672,4
9462,27749,110278.79015050874,1
9463,97771,91640.71166161935,4
9464,93180,186703.21812864195,3
9465,39142,87547.47037773428,4
9466,54945,37765.15166507679,3
9467,41272,323533.73624908715,2
9468,62222,118081.81388583012,3
9469,67271,94125.86978820947,2
9470,80425,206986.8983229764,4
9471,45878,215744.5460017774,5
9472,18706,55139.2969076896,3
9473,63105,361767.59096101293,5
9474,31972,46435.31647323633,3
9475,21798,71216.09957213115,4
9476,13075,81856.93475250824,4
9477,66357,131979.91849261057,2
9478,47355,164316.89164877398,2
9479,11930,126176.5515770299,1
9480,97357,163716.89788184952,1
9481,55920,401763.3815644529,3
9482,96434,92021.5905300831,6
9483,22663,86619.74421067919,1
9484,14107,87783.23697377354,1
9485,86388,282349.1961929575,5
9486,53121,107637.99809885724,2
9487,51431,141477.30545797825,3
9488,48649,214445.72671387705,3
9489,33050,85757.10285085929,4
9490,31757,75392.92934672582,4
9491,22705,224549.61115365577,1
9492,22710,183538.78423974238,2
9493,61408,127001.54316853505,3
9494,72100,185943.04729054662,3
9495,22693,227481.17379878613,3
9496,02161,116028.3581649677,4
9497,11444,70267.10744682224,2
9498,33871,157658.65007969743,3
9499,04277,57125.2485898281,4
9500,77331,115373.73106045529,4
9501,78657,108659.6846826731,1
9502,72610,59624.20371547712,4
9503,21564,296777.5263409762,2
9504,66767,159462.76244097104,4
9505,16108,176596.72537006147,2
9506,35688,201631.2224520623,5
9507,67081,309689.13410661946,2
9508,21376,52112.338659911526,1
9509,65728,219219.01406659765,2
9510,40505,246056.8802161835,3
9511,12063,152652.7340767839,2
9512,34705,49526.68651778009,3
9513,71045,126786.69670580405,2
9514,07860,74004.54502341078,3
9515,81044,67839.80887690462,1
9516,55181,151732.98388819714,1
9517,67565,119631.52174420033,3
9518,22852,67318.92509767294,5
9519,76475,368112.766417491,3
9520,02097,256636.49031157687,2
9521,04709,272448.23565030337,4
9522,17477,90935.04809160533,2
9523,87516,116134.9835112832,5
9524,09573,189263.34006025994,5
9525,87069,279809.85427732917,4
9526,54428,205153.92083423148,4
9527,09688,42032.16426222222,3
9528,97459,67802.60752292085,2
9529,76378,68629.54744977281,2
9530,54960,292798.87912566104,2
9531,72247,175077.84199922328,6
9532,43160,73632.42264344418,2
9533,46872,101301.44319166732,5
9534,57212,130806.29364100417,5
9535,65811,134909.80721875437,6
9536,35278,118637.35155542237,2
9537,88446,120943.90461237064,1
9538,80904,360165.13272249827,2
9539,67739,86340.01419456197,4
9540,88636,127161.35248777145,4
9541,61273,43466.57387626586,1
9542,82292,164969.48253463043,2
9543,92894,174264.0390149453,2
9544,13400,82331.40348625214,1
9545,67712,123970.0557343109,3
9546,89473,181970.22205537115,1
9547,35191,194922.84851622878,5
9548,80967,105374.57786844073,5
9549,53386,268551.4086957741,5
9550,16252,77705.98585569828,2
9551,44525,357733.112889598,1
9552,02030,134665.80296120988,2
9553,94137,240593.24607023236,4
9554,62052,330139.33754002384,5
9555,72625,441330.56303589186,4
9556,65193,282616.47514884145,3
9557,69638,129195.05162442062,2
9558,49217,186600.16693611737,1
9559,44482,256660.44827953275,2
9560,19926,156887.743715863,3
9561,92679,83090.36405252575,3
9562,22251,169924.17427552314,4
9563,82609,332940.2545321216,3
9564,47212,167168.92975252683,2
9565,91920,64629.156185465785,3
9566,36326,126660.2072284775,2
9567,00237,97927.8705036364,4
9568,98381,61113.32612777839,2
9569,37782,79684.56629680113,2
9570,96147,62072.7449931619,3
9571,70704,78894.31895067757,1
9572,28895,251905.59619141452,2
9573,66018,127853.35918256895,2
9574,78908,95260.48211240231,9
9575,66391,122253.81825981547,1
9576,70797,56480.86407001861,2
9577,45820,137918.96161023164,3
9578,36491,86883.35836830155,3
9579,04449,217696.40738174733,1
9580,68304,292318.9515144935,4
9581,84772,251879.3920131088,3
9582,38224,110757.69334756176,2
9583,09969,108856.03041625573,1
9584,75123,100222.31037891698,3
9585,52611,158575.65145596178,1
9586,66359,247812.3778331465,2
9587,21011,111256.11531906629,3
9588,46717,174694.3055640124,6
9589,14535,130734.44443481295,2
9590,05662,131071.47633466656,3
9591,57037,72356.01142971907,3
9592,96423,92178.09229914936,3
9593,29411,240496.66484753002,4
9594,25408,405896.96316582756,4
9595,01222,111389.6621336874,4
9596,55207,74298.33656166797,3
9597,96410,150924.6948895586,4
9598,42075,247232.0353936313,4
9599,64478,102130.22022441518,3
9600,61357,149883.70800190335,3
9601,08640,110946.61809649857,1
9602,10557,177238.0135931648,5
9603,23191,125273.35855898034,2
9604,15180,72692.89678885286,2
9605,63410,114815.59794025622,2
9606,60063,75750.36204698544,3
9607,65193,89781.30339127903,2
9608,80749,133505.65774229902,3
9609,96784,282949.9041780096,2
9610,51582,90808.97717926804,3
9611,24286,269023.73774561053,2
9612,66380,260435.94610002582,2
9613,97931,82695.42629013695,4
9614,26873,124190.21760443725,3
9615,50256,155187.66370192228,2
9616,07587,123592.4496885024,5
9617,03328,195121.91834429168,2
9618,37949,214067.81425002014,2
9619,72503,51905.07722924574,4
9620,28762,102591.16021363366,6
9621,22683,78980.24873331987,2
9622,58583,185395.53686792048,4
9623,31384,60521.20947721856,4
9624,82897,208435.64038540883,2
9625,12762,158853.69397964652,1
9626,05539,183902.23597063968,5
9627,29421,154020.7808019193,3
9628,18761,144362.38675382637,2
9629,77660,94240.34538244428,3
9630,05567,75938.32257224672,3
9631,35986,170959.22363761172,3
9632,96614,198260.41690011768,5
9633,39618,115386.19125302938,6
9634,97535,184440.64427693287,2
9635,72172,147642.27460914693,6
9636,11329,160571.5542860313,6
9637,05545,109125.80396713773,4
9638,86794,146566.8813956113,3
9639,93050,215216.32705539063,5
9640,39398,240361.8028674323,1
9641,57811,119541.10048587329,3
9642,05244,143135.907729233,1
9643,67096,81047.41807202461,2
9644,87352,64706.54724291695,3
9645,09797,82195.73408256679,2
9646,57904,156553.28413100378,4
9647,05507,176075.66053108318,1
9648,34849,339744.94917146396,1
9649,12871,69196.19122939931,2
9650,49190,64117.21952014307,3
9651,78953,166659.16644141648,3
9652,85095,99975.55268015055,5
9653,02061,393829.38451712887,2
9654,25515,159679.70214722067,2
9655,29032,193029.77746421087,6
9656,16085,209030.8545446909,2
9657,35323,97245.88044832968,1
9658,87208,185790.79564501467,3
9659,75558,106757.73187309594,4
9660,17813,96139.703625299,7
9661,16182,86028.68749588402,4
9662,40957,139643.58811938408,1
9663,27796,136833.85534464612,2
9664,67020,163810.6984194037,1
9665,74623,122026.16922943818,4
9666,32875,102562.26779529778,4
9667,85449,27216.23597897188,4
9668,60550,210065.89310140462,2
9669,45017,66901.77375748503,3
9670,97021,98409.54406051479,2
9671,04788,60479.93972481036,3
9672,77851,29489.459093133006,6
9673,04677,206288.4158423309,3
9674,37815,222347.17754805568,7
9675,12830,311542.97121660423,3
9676,20030,142252.26183754514,3
9677,01010,166277.04094928183,2
9678,97337,169577.29595366924,3
9679,67874,131410.62895208056,1
9680,01465,306382.841998747,4
9681,92922,152365.13631283937,2
9682,29597,153829.07845780556,1
9683,05626,294356.636312749,4
9684,88847,119801.75907632762,3
9685,20664,75869.3291286495,2
9686,10506,50883.42542920004,2
9687,06337,101586.15645997028,5
9688,02300,128748.34903482985,2
9689,79845,112878.85339464124,2
9690,54016,110092.05025602382,1
9691,08015,144681.677611646,2
9692,47834,116453.10520100413,2
9693,83688,187006.22936409427,6
9694,11031,39092.48005022321,4
9695,74318,131657.79127403803,2
9696,20094,73184.47846655457,3
9697,88376,131143.5477350888,3
9698,21495,77671.9999608456,3
9699,90391,95352.43585434963,1
9700,99777,293477.1525363128,3
9701,07094,98069.68509123834,1
9702,57879,105966.22357201418,3
9703,69558,243115.87554007213,4
9704,40671,201105.83388166584,3
9705,65325,98530.58836767806,2
9706,13207,149733.3713012452,5
9707,31393,142294.84005729097,2
9708,00013,43377.71804845162,3
9709,20769,303060.45306124503,2
9710,70005,123001.75413320711,3
9711,28073,56365.07846359876,3
9712,39546,75446.1125189936,2
9713,67417,124489.16881308009,3
9714,29714,127129.67740570493,2
9715,80639,65792.51177053284,2
9716,12760,39516.38514821008,1
9717,22726,46705.26449937826,2
9718,23409,114139.27492112243,6
9719,61358,188602.73794276302,3
9720,69094,259377.7461938134,5
9721,89711,66068.14014211905,1
9722,21312,115226.75131922007,3
9723,52239,82557.81692787615,4
9724,02939,85759.77516483821,2
9725,70139,101589.37662940139,2
9726,44242,87926.81713901175,5
9727,82127,240622.68114955706,3
9728,48162,128779.17852205633,3
9729,31363,141118.78083584475,6
9730,90987,97558.1033749934,3
9731,42988,55940.083798689855,2
9732,64961,170922.68379317934,8
9733,62461,154430.98699266245,4
9734,82039,108266.85919892968,5
9735,37863,110620.27292108852,2
9736,21039,55494.46712211906,4
9737,41344,121561.71822503647,7
9738,32758,64651.25247981902,4
9739,64908,78497.93054088752,1
9740,80789,101784.54447676883,1
9741,70509,124198.95958973399,1
9742,64189,158874.52328979885,5
9743,26486,135301.9622784237,5
9744,47879,166876.35304007932,2
9745,23582,202814.2979886524,1
9746,16941,117767.33072131647,3
9747,51334,228588.77223843936,1
9748,93915,246952.97306917812,4
