"Time","Dow Jones Industrial Average (US) - Close International  - Close  - $"
"20140423",16501.650
"20140422",16514.370
"20140421",16449.250
"20140417",16408.540
"20140416",16424.850
"20140415",16262.560
"20140414",16173.240
"20140411",16026.750
"20140410",16170.220
"20140409",16437.180
"20140408",16256.140
"20140407",16245.870
"20140404",16412.710
"20140403",16572.550
"20140402",16573.000
"20140401",16532.610
"20140331",16457.660
"20140328",16323.060
"20140327",16264.230
"20140326",16268.990
"20140325",16367.880
"20140324",16276.690
"20140321",16302.770
"20140320",16331.050
"20140319",16222.170
"20140318",16336.190
"20140317",16247.220
"20140314",16065.670
"20140313",16108.890
"20140312",16340.080
"20140311",16351.250
"20140310",16418.680
"20140307",16452.720
"20140306",16421.890
"20140305",16360.180
"20140304",16395.880
"20140303",16168.030
"20140228",16321.710
"20140227",16272.650
"20140226",16198.410
"20140225",16179.660
"20140224",16207.140
"20140221",16103.300
"20140220",16133.230
"20140219",16040.560
"20140218",16130.400
"20140214",16154.390
"20140213",16027.590
"20140212",15963.940
"20140211",15994.770
"20140210",15801.790
"20140207",15794.080
"20140206",15628.530
"20140205",15440.230
"20140204",15445.240
"20140203",15372.800
"20140202",15372.800
"20140131",15698.850
"20140130",15848.610
"20140129",15738.790
"20140128",15928.560
"20140127",15837.880
"20140124",15879.110
"20140123",16197.350
"20140122",16373.340
"20140121",16414.440
"20140117",16458.560
"20140116",16417.010
"20140115",16481.940
"20140114",16373.860
"20140113",16257.940
"20140110",16437.050
"20140109",16444.760
"20140108",16462.740
"20140107",16530.940
"20140106",16425.100
"20140103",16469.990
"20140102",16441.350
"20131231",16576.660
"20131230",16504.290
"20131227",16478.410
"20131226",16479.880
"20131224",16357.550
"20131223",16294.610
"20131220",16221.140
"20131219",16179.080
"20131218",16167.970
"20131217",15875.260
"20131216",15884.570
"20131213",15755.360
"20131212",15739.430
"20131211",15843.530
"20131210",15973.130
"20131209",16025.530
"20131206",16020.200
"20131205",15821.510
"20131204",15889.770
"20131203",15914.620
"20131202",16008.770
"20131129",16086.410
"20131127",16097.330
"20131126",16072.800
"20131125",16072.540
"20131122",16064.770
"20131121",16009.990
"20131120",15900.820
"20131119",15967.030
"20131118",15976.020
"20131115",15961.700
"20131114",15876.220
"20131113",15821.630
"20131112",15750.670
"20131111",15783.100
"20131108",15761.780
"20131107",15593.980
"20131106",15746.880
"20131105",15618.220
"20131104",15639.120
"20131101",15615.550
"20131031",15545.750
"20131030",15618.760
"20131029",15680.350
"20131028",15568.930
"20131025",15570.280
"20131024",15509.210
"20131023",15413.330
"20131022",15467.660
"20131021",15392.200
"20131018",15399.650
"20131017",15371.650
"20131016",15373.830
"20131015",15168.010
"20131014",15301.260
"20131011",15237.110
"20131010",15126.070
"20131009",14802.980
"20131008",14776.530
"20131007",14936.240
"20131004",15072.580
"20131003",14996.480
"20131002",15133.140
"20131001",15191.700
"20130930",15129.670
"20130927",15258.240
"20130926",15328.300
"20130925",15273.260
"20130924",15334.590
"20130923",15401.380
"20130920",15451.090
"20130919",15636.550
"20130918",15676.940
"20130917",15529.730
"20130916",15494.780
"20130913",15376.060
"20130912",15300.640
"20130911",15326.600
"20130910",15191.060
"20130909",15063.120
"20130906",14922.500
"20130905",14937.480
"20130904",14930.870
"20130903",14833.960
"20130830",14810.310
"20130829",14840.950
"20130828",14824.510
"20130827",14776.130
"20130826",14946.460
"20130823",15010.510
"20130822",14963.740
"20130821",14897.550
"20130820",15002.990
"20130819",15010.740
"20130816",15081.470
"20130815",15112.190
"20130814",15337.660
"20130813",15451.010
"20130812",15419.680
"20130809",15425.510
"20130808",15498.320
"20130807",15470.670
"20130806",15518.740
"20130805",15612.130
"20130802",15658.360
"20130801",15628.020
"20130731",15499.540
"20130730",15520.590
"20130729",15521.970
"20130726",15558.830
"20130725",15555.610
"20130724",15542.240
"20130723",15567.740
"20130722",15545.550
"20130719",15543.740
"20130718",15548.540
"20130717",15470.520
"20130716",15451.850
"20130715",15484.260
"20130712",15464.300
"20130711",15460.920
"20130710",15291.660
"20130709",15300.340
"20130708",15224.690
"20130705",15135.840
"20130703",14988.550
"20130702",14932.410
"20130701",14974.960
"20130628",14909.600
"20130627",15024.490
"20130626",14910.140
"20130625",14760.310
"20130624",14659.560
"20130621",14799.400
"20130620",14758.320
"20130619",15112.190
"20130618",15318.230
"20130617",15179.850
"20130614",15070.180
"20130613",15176.080
"20130612",14995.230
"20130611",15122.020
"20130610",15238.590
"20130607",15248.120
"20130606",15040.620
"20130605",14960.590
"20130604",15177.540
"20130603",15254.030
"20130531",15115.570
"20130530",15324.530
"20130529",15302.800
"20130528",15409.390
"20130524",15303.100
"20130523",15294.500
"20130522",15307.170
"20130521",15387.580
"20130520",15335.280
"20130517",15354.400
"20130516",15233.220
"20130515",15275.690
"20130514",15215.250
"20130513",15091.680
"20130510",15118.490
"20130509",15082.620
"20130508",15105.120
"20130507",15056.200
"20130506",14968.890
"20130503",14973.960
"20130502",14831.580
"20130501",14700.950
"20130430",14839.800
"20130429",14818.750
"20130426",14712.550
"20130425",14700.800
"20130424",14676.300
"20130423",14719.460
"20130422",14567.170
"20130419",14547.510
"20130418",14537.140
"20130417",14618.590
"20130416",14756.780
"20130415",14599.200
"20130412",14865.060
"20130411",14865.140
"20130410",14802.240
"20130409",14673.460
"20130408",14613.480
"20130405",14565.250
"20130404",14606.110
"20130403",14550.350
"20130402",14662.010
"20130401",14572.850
"20130328",14578.540
"20130327",14526.160
"20130326",14559.650
"20130325",14447.750
"20130322",14512.030
"20130321",14421.490
"20130320",14511.730
"20130319",14455.820
"20130318",14452.060
"20130315",14514.110
"20130314",14539.140
"20130313",14455.280
"20130312",14450.060
"20130311",14447.290
"20130308",14397.070
"20130307",14329.490
"20130306",14296.240
"20130305",14253.770
"20130304",14127.820
"20130301",14089.660
"20130228",14054.490
"20130227",14075.370
"20130226",13900.130
"20130225",13784.170
"20130222",14000.570
"20130221",13880.620
"20130220",13927.540
"20130219",14035.670
"20130215",13981.760
"20130214",13973.390
"20130213",13982.910
"20130212",14018.700
"20130211",13971.240
"20130208",13992.970
"20130207",13944.050
"20130206",13986.520
"20130205",13979.300
"20130204",13880.080
"20130201",14009.790
"20130131",13860.580
"20130130",13910.420
"20130129",13954.420
"20130128",13881.930
"20130125",13895.980
"20130124",13825.330
"20130123",13779.330
"20130122",13712.210
"20130118",13649.700
"20130117",13596.020
"20130116",13511.230
"20130115",13534.890
"20130114",13507.320
"20130111",13488.430
"20130110",13471.220
"20130109",13390.510
"20130108",13328.850
"20130107",13384.290
"20130104",13435.210
"20130103",13391.360
"20130102",13412.550
"20121231",13104.140
"20121228",12938.110
"20121227",13096.310
"20121226",13114.590
"20121224",13139.080
"20121221",13190.840
"20121220",13311.720
"20121219",13251.970
"20121218",13350.960
"20121217",13235.390
"20121214",13135.010
"20121213",13170.720
"20121212",13245.450
"20121211",13248.440
"20121210",13169.880
"20121207",13155.130
"20121206",13074.040
"20121205",13034.490
"20121204",12951.780
"20121203",12965.600
"20121130",13025.580
"20121129",13021.820
"20121128",12985.110
"20121127",12878.130
"20121126",12967.370
"20121123",13009.680
"20121121",12836.890
"20121120",12788.510
"20121119",12795.960
"20121116",12588.310
"20121115",12542.380
"20121114",12570.950
"20121113",12756.180
"20121112",12815.080
"20121109",12815.390
"20121108",12811.320
"20121107",12932.730
"20121106",13245.680
"20121105",13112.440
"20121102",13093.160
"20121101",13232.620
"20121031",13096.460
"20121030",13107.210
"20121026",13107.210
"20121025",13103.680
"20121024",13077.340
"20121023",13102.530
"20121022",13345.890
"20121019",13343.510
"20121018",13548.940
"20121017",13557.000
"20121016",13551.780
"20121015",13424.230
"20121012",13328.850
"20121011",13326.390
"20121010",13344.970
"20121009",13473.530
"20121008",13583.650
"20121005",13610.150
"20121004",13575.360
"20121003",13494.610
"20121002",13482.360
"20121001",13515.110
"20120928",13437.130
"20120927",13485.970
"20120926",13413.510
"20120925",13457.550
"20120924",13558.920
"20120921",13579.470
"20120920",13596.930
"20120919",13577.960
"20120918",13564.640
"20120917",13553.100
"20120914",13593.370
"20120913",13539.860
"20120912",13333.350
"20120911",13323.360
"20120910",13254.290
"20120907",13306.640
"20120906",13292.000
"20120905",13047.480
"20120904",13035.940
"20120903",13090.840
"20120831",13090.840
"20120830",13000.710
"20120829",13107.480
"20120828",13102.990
"20120827",13124.670
"20120824",13157.970
"20120823",13057.460
"20120822",13172.760
"20120821",13203.580
"20120820",13271.640
"20120817",13275.200
"20120816",13250.110
"20120815",13164.780
"20120814",13172.140
"20120813",13169.430
"20120810",13207.950
"20120809",13165.190
"20120808",13175.640
"20120807",13168.600
"20120806",13117.510
"20120803",13096.170
"20120802",12878.880
"20120801",12971.060
"20120731",13008.680
"20120730",13073.010
"20120727",13075.660
"20120726",12887.930
"20120725",12676.050
"20120724",12617.320
"20120723",12721.460
"20120720",12822.570
"20120719",12943.360
"20120718",12908.700
"20120717",12805.540
"20120716",12727.210
"20120713",12777.090
"20120712",12573.270
"20120711",12604.530
"20120710",12653.120
"20120709",12736.290
"20120706",12772.470
"20120705",12896.670
"20120703",12943.820
"20120702",12871.390
"20120629",12880.090
"20120628",12602.260
"20120627",12627.010
"20120626",12534.670
"20120625",12502.660
"20120622",12640.780
"20120621",12573.570
"20120620",12824.390
"20120619",12837.330
"20120618",12741.820
"20120615",12767.170
"20120614",12651.910
"20120613",12496.380
"20120612",12573.800
"20120611",12411.230
"20120608",12554.200
"20120607",12460.960
"20120606",12414.790
"20120605",12127.950
"20120604",12101.460
"20120601",12118.570
"20120531",12393.450
"20120530",12419.860
"20120529",12580.690
"20120525",12454.830
"20120524",12529.750
"20120523",12496.150
"20120522",12502.810
"20120521",12504.480
"20120518",12369.380
"20120517",12442.490
"20120516",12598.550
"20120515",12632.000
"20120514",12695.350
"20120511",12820.600
"20120510",12855.040
"20120509",12835.060
"20120508",12932.090
"20120507",13008.530
"20120504",13038.270
"20120503",13206.590
"20120502",13268.570
"20120501",13279.320
"20120430",13213.630
"20120427",13228.310
"20120426",13204.620
"20120425",13090.720
"20120424",13001.560
"20120423",12927.170
"20120420",13029.260
"20120419",12964.100
"20120418",13032.750
"20120417",13115.540
"20120416",12921.410
"20120413",12849.590
"20120412",12986.580
"20120411",12805.390
"20120410",12715.930
"20120409",12929.590
"20120405",13060.140
"20120404",13074.750
"20120403",13199.550
"20120402",13264.490
"20120330",13212.040
"20120329",13145.820
"20120328",13126.210
"20120327",13197.730
"20120326",13241.630
"20120323",13080.730
"20120322",13046.140
"20120321",13124.620
"20120320",13170.190
"20120319",13239.130
"20120316",13232.620
"20120315",13252.760
"20120314",13194.100
"20120313",13177.680
"20120312",12959.710
"20120309",12922.020
"20120308",12907.940
"20120307",12837.330
"20120306",12759.150
"20120305",12962.810
"20120302",12977.570
"20120301",12980.300
"20120229",12952.070
"20120228",13005.120
"20120227",12981.510
"20120224",12982.950
"20120223",12984.690
"20120222",12938.670
"20120221",12965.690
"20120220",12949.870
"20120217",12949.870
"20120216",12904.080
"20120215",12780.950
"20120214",12878.280
"20120213",12874.040
"20120210",12801.230
"20120209",12890.460
"20120208",12883.950
"20120207",12878.200
"20120206",12845.130
"20120203",12862.230
"20120202",12705.410
"20120201",12716.460
"20120131",12632.910
"20120130",12653.720
"20120127",12660.460
"20120126",12734.630
"20120125",12756.960
"20120124",12675.750
"20120123",12708.820
"20120120",12720.480
"20120119",12623.980
"20120118",12578.950
"20120117",12482.070
"20120113",12422.060
"20120112",12471.020
"20120111",12449.450
"20120110",12462.470
"20120109",12392.690
"20120106",12359.920
"20120105",12415.700
"20120104",12418.420
"20120103",12397.380
"20111230",12217.560
"20111229",12287.040
"20111228",12151.410
"20111227",12291.350
"20111223",12294.000
"20111222",12169.650
"20111221",12107.740
"20111220",12103.580
"20111219",11766.260
"20111216",11866.390
"20111215",11868.810
"20111214",11823.480
"20111213",11954.940
"20111212",12021.390
"20111209",12184.260
"20111208",11997.700
"20111207",12196.370
"20111206",12150.130
"20111205",12097.830
"20111202",12019.420
"20111201",12020.030
"20111130",12045.680
"20111129",11555.630
"20111128",11523.010
"20111125",11231.780
"20111123",11257.550
"20111122",11493.720
"20111121",11547.310
"20111118",11796.160
"20111117",11770.730
"20111116",11905.590
"20111115",12096.160
"20111114",12078.980
"20111111",12153.680
"20111110",11893.790
"20111109",11780.940
"20111108",12170.180
"20111107",12068.390
"20111104",11983.240
"20111103",12044.470
"20111102",11836.040
"20111101",11657.960
"20111031",11955.010
"20111028",12231.110
"20111027",12208.550
"20111026",11869.040
"20111025",11706.620
"20111024",11913.620
"20111021",11808.790
"20111020",11541.780
"20111019",11504.620
"20111018",11577.050
"20111017",11397.000
"20111014",11644.490
"20111013",11478.130
"20111012",11518.850
"20111011",11416.300
"20111010",11433.180
"20111007",11103.120
"20111006",11123.330
"20111005",10939.950
"20111004",10808.710
"20111003",10655.300
"20110930",10913.380
"20110929",11153.980
"20110928",11010.900
"20110927",11190.690
"20110926",11043.860
"20110923",10771.480
"20110922",10733.830
"20110921",11124.840
"20110920",11408.660
"20110919",11401.010
"20110916",11509.090
"20110915",11433.180
"20110914",11246.730
"20110913",11105.850
"20110912",11061.120
"20110909",10992.130
"20110908",11295.810
"20110907",11414.860
"20110906",11139.300
"20110902",11240.260
"20110901",11493.570
"20110831",11613.530
"20110830",11559.950
"20110829",11539.250
"20110826",11284.540
"20110825",11149.820
"20110824",11320.710
"20110823",11176.760
"20110822",10854.650
"20110819",10817.650
"20110818",10990.580
"20110817",11410.210
"20110816",11405.930
"20110815",11482.900
"20110812",11269.020
"20110811",11143.310
"20110810",10719.940
"20110809",11239.770
"20110808",10809.850
"20110805",11444.610
"20110804",11383.680
"20110803",11896.440
"20110802",11866.620
"20110801",12132.490
"20110729",12143.240
"20110728",12240.110
"20110727",12302.550
"20110726",12501.300
"20110725",12592.800
"20110722",12681.160
"20110721",12724.410
"20110720",12571.910
"20110719",12587.420
"20110718",12385.160
"20110715",12479.730
"20110714",12437.120
"20110713",12491.610
"20110712",12446.880
"20110711",12505.760
"20110708",12657.200
"20110707",12719.490
"20110706",12626.020
"20110705",12569.870
"20110704",12582.770
"20110701",12582.770
"20110630",12414.340
"20110629",12261.420
"20110628",12188.690
"20110627",12043.560
"20110624",11934.580
"20110623",12050.000
"20110622",12109.670
"20110621",12190.010
"20110620",12080.380
"20110617",12004.360
"20110616",11961.520
"20110615",11897.270
"20110614",12076.110
"20110613",11952.970
"20110610",11951.910
"20110609",12124.360
"20110608",12048.940
"20110607",12070.810
"20110606",12089.960
"20110603",12151.260
"20110602",12248.550
"20110601",12290.140
"20110531",12569.790
"20110527",12441.580
"20110526",12402.760
"20110525",12394.660
"20110524",12356.210
"20110523",12381.260
"20110520",12512.040
"20110519",12605.320
"20110518",12560.180
"20110517",12479.580
"20110516",12548.370
"20110513",12595.750
"20110512",12695.920
"20110511",12630.030
"20110510",12760.360
"20110509",12684.680
"20110506",12638.740
"20110505",12584.170
"20110504",12723.580
"20110503",12807.510
"20110502",12807.360
"20110429",12810.540
"20110428",12763.310
"20110427",12690.960
"20110426",12595.370
"20110425",12479.880
"20110421",12505.990
"20110420",12453.540
"20110419",12266.750
"20110418",12201.590
"20110415",12341.830
"20110414",12285.150
"20110413",12270.990
"20110412",12263.580
"20110411",12381.110
"20110408",12380.050
"20110407",12409.490
"20110406",12426.750
"20110405",12393.900
"20110404",12400.030
"20110401",12376.720
"20110331",12319.730
"20110330",12350.610
"20110329",12279.010
"20110328",12197.880
"20110325",12220.590
"20110324",12170.560
"20110323",12086.020
"20110322",12018.630
"20110321",12036.530
"20110318",11858.520
"20110317",11774.590
"20110316",11613.300
"20110315",11855.420
"20110314",11993.160
"20110311",12044.400
"20110310",11984.610
"20110309",12213.090
"20110308",12214.380
"20110307",12090.030
"20110304",12169.880
"20110303",12258.200
"20110302",12066.800
"20110301",12058.020
"20110228",12226.340
"20110225",12130.450
"20110224",12068.500
"20110223",12105.780
"20110222",12212.790
"20110218",12391.250
"20110217",12318.140
"20110216",12288.170
"20110215",12226.640
"20110214",12268.190
"20110211",12273.260
"20110210",12229.290
"20110209",12239.890
"20110208",12233.150
"20110207",12161.630
"20110204",12092.150
"20110203",12062.260
"20110202",12041.970
"20110201",12040.160
"20110131",11891.930
"20110128",11823.700
"20110127",11989.830
"20110126",11985.440
"20110125",11977.190
"20110124",11980.520
"20110121",11871.840
"20110120",11822.800
"20110119",11825.290
"20110118",11837.930
"20110114",11787.380
"20110113",11731.900
"20110112",11755.440
"20110111",11671.880
"20110110",11637.450
"20110107",11674.760
"20110106",11697.310
"20110105",11722.890
"20110104",11691.180
"20110103",11670.750
"20101231",11577.510
"20101230",11569.710
"20101229",11585.380
"20101228",11575.540
"20101227",11555.030
"20101223",11573.490
"20101222",11559.490
"20101221",11533.160
"20101220",11478.130
"20101217",11491.910
"20101216",11499.250
"20101215",11457.470
"20101214",11476.540
"20101213",11428.560
"20101210",11410.320
"20101209",11370.060
"20101208",11372.480
"20101207",11359.160
"20101206",11362.190
"20101203",11382.090
"20101202",11362.410
"20101201",11255.780
"20101130",11006.020
"20101129",11052.490
"20101126",11092.000
"20101124",11187.280
"20101123",11036.370
"20101122",11178.580
"20101119",11203.550
"20101118",11181.230
"20101117",11007.880
"20101116",11023.500
"20101115",11201.970
"20101112",11192.580
"20101111",11283.100
"20101110",11357.040
"20101109",11346.750
"20101108",11406.840
"20101105",11444.080
"20101104",11434.840
"20101103",11215.130
"20101102",11188.720
"20101101",11124.620
"20101029",11118.490
"20101028",11113.950
"20101027",11126.280
"20101026",11169.460
"20101025",11164.050
"20101022",11132.560
"20101021",11146.570
"20101020",11107.970
"20101019",10978.620
"20101018",11143.690
"20101015",11062.780
"20101014",11094.570
"20101013",11096.080
"20101012",11020.400
"20101011",11010.340
"20101008",11006.480
"20101007",10948.580
"20101006",10967.650
"20101005",10944.720
"20101004",10751.270
"20101001",10829.680
"20100930",10788.050
"20100929",10835.280
"20100928",10858.140
"20100927",10812.040
"20100924",10860.260
"20100923",10662.420
"20100922",10739.310
"20100921",10761.030
"20100920",10753.620
"20100917",10607.850
"20100916",10594.830
"20100915",10572.730
"20100914",10526.490
"20100913",10544.130
"20100910",10462.770
"20100909",10415.240
"20100908",10387.010
"20100907",10340.690
"20100903",10447.930
"20100902",10320.100
"20100901",10269.470
"20100831",10014.720
"20100830",10009.730
"20100827",10150.650
"20100826",9985.810
"20100825",10060.060
"20100824",10040.450
"20100823",10174.410
"20100820",10213.620
"20100819",10271.210
"20100818",10415.540
"20100817",10405.850
"20100816",10302.010
"20100813",10303.150
"20100812",10319.950
"20100811",10378.830
"20100810",10644.250
"20100809",10698.750
"20100806",10653.560
"20100805",10674.980
"20100804",10680.430
"20100803",10636.380
"20100802",10674.380
"20100730",10465.940
"20100729",10467.160
"20100728",10497.880
"20100727",10537.690
"20100726",10525.430
"20100723",10424.620
"20100722",10322.300
"20100721",10120.530
"20100720",10229.960
"20100719",10154.430
"20100716",10097.900
"20100715",10359.310
"20100714",10366.720
"20100713",10363.020
"20100712",10216.270
"20100709",10198.030
"20100708",10138.990
"20100707",10018.280
"20100706",9743.620
"20100702",9686.480
"20100701",9732.530
"20100630",9774.020
"20100629",9870.300
"20100628",10138.520
"20100625",10143.810
"20100624",10152.800
"20100623",10298.440
"20100622",10293.520
"20100621",10442.410
"20100618",10450.640
"20100617",10434.170
"20100616",10409.460
"20100615",10404.770
"20100614",10190.890
"20100611",10211.070
"20100610",10172.530
"20100609",9899.250
"20100608",9939.980
"20100607",9816.490
"20100604",9931.970
"20100603",10255.280
"20100602",10249.540
"20100601",10024.020
"20100528",10136.630
"20100527",10258.990
"20100526",9974.450
"20100525",10043.750
"20100524",10066.570
"20100521",10193.390
"20100520",10068.010
"20100519",10444.370
"20100518",10510.950
"20100517",10625.830
"20100514",10620.160
"20100513",10782.950
"20100512",10896.910
"20100511",10748.260
"20100510",10785.140
"20100507",10380.430
"20100506",10520.320
"20100505",10868.120
"20100504",10926.770
"20100503",11151.830
"20100430",11008.610
"20100429",11167.320
"20100428",11045.270
"20100427",10991.990
"20100426",11205.030
"20100423",11204.280
"20100422",11134.290
"20100421",11124.920
"20100420",11117.060
"20100419",11092.050
"20100416",11018.660
"20100415",11144.570
"20100414",11123.110
"20100413",11019.420
"20100412",11005.970
"20100409",10997.350
"20100408",10927.070
"20100407",10897.520
"20100406",10969.990
"20100405",10973.550
"20100401",10927.070
"20100331",10856.630
"20100330",10907.420
"20100329",10895.860
"20100326",10850.360
"20100325",10841.210
"20100324",10836.150
"20100323",10888.830
"20100322",10785.890
"20100319",10741.980
"20100318",10779.170
"20100317",10733.670
"20100316",10685.980
"20100315",10642.150
"20100312",10624.690
"20100311",10611.840
"20100310",10567.330
"20100309",10564.380
"20100308",10552.520
"20100305",10566.200
"20100304",10444.140
"20100303",10396.760
"20100302",10405.980
"20100301",10403.790
"20100226",10325.260
"20100225",10321.030
"20100224",10374.160
"20100223",10282.410
"20100222",10383.380
"20100219",10402.350
"20100218",10392.900
"20100217",10309.240
"20100216",10268.810
"20100212",10099.140
"20100211",10144.190
"20100210",10038.380
"20100209",10058.640
"20100208",9908.390
"20100205",10012.230
"20100204",10002.180
"20100203",10270.550
"20100202",10296.850
"20100201",10185.530
"20100129",10067.330
"20100128",10120.460
"20100127",10236.160
"20100126",10194.290
"20100125",10196.860
"20100122",10172.980
"20100121",10389.880
"20100120",10603.150
"20100119",10725.430
"20100115",10609.650
"20100114",10710.550
"20100113",10680.770
"20100112",10627.260
"20100111",10663.990
"20100108",10618.190
"20100107",10606.860
"20100106",10573.680
"20100105",10572.020
"20100104",10583.960
"20091231",10428.050
"20091230",10548.510
"20091229",10545.410
"20091228",10547.080
"20091224",10520.100
"20091223",10466.440
"20091222",10464.930
"20091221",10414.140
"20091218",10328.890
"20091217",10308.260
"20091216",10441.120
"20091215",10452.000
"20091214",10501.050
"20091211",10471.500
"20091210",10405.830
"20091209",10337.050
"20091208",10285.970
"20091207",10390.110
"20091204",10388.900
"20091203",10366.150
"20091202",10452.680
"20091201",10471.580
"20091130",10344.840
"20091127",10309.920
"20091125",10464.400
"20091124",10433.710
"20091123",10450.950
"20091120",10318.160
"20091119",10332.440
"20091118",10426.310
"20091117",10437.420
"20091116",10406.960
"20091113",10270.470
"20091112",10197.470
"20091111",10291.260
"20091110",10246.970
"20091109",10226.940
"20091106",10023.420
"20091105",10005.960
"20091104",9802.140
"20091103",9771.910
"20091102",9789.440
"20091030",9712.730
"20091029",9962.580
"20091028",9762.690
"20091027",9882.170
"20091026",9867.960
"20091023",9972.180
"20091022",10081.310
"20091021",9949.360
"20091020",10041.480
"20091019",10092.190
"20091016",9995.910
"20091015",10062.940
"20091014",10015.860
"20091013",9871.060
"20091012",9885.800
"20091009",9864.940
"20091008",9786.870
"20091007",9725.580
"20091006",9731.250
"20091005",9599.750
"20091002",9487.670
"20091001",9509.280
"20090930",9712.280
"20090929",9742.200
"20090928",9789.360
"20090925",9665.190
"20090924",9707.440
"20090923",9748.550
"20090922",9829.870
"20090921",9778.860
"20090918",9820.200
"20090917",9783.920
"20090916",9791.710
"20090915",9683.410
"20090914",9626.800
"20090911",9605.410
"20090910",9627.480
"20090909",9547.220
"20090908",9497.340
"20090904",9441.270
"20090903",9344.610
"20090902",9280.670
"20090901",9310.600
"20090831",9496.280
"20090828",9544.200
"20090827",9580.630
"20090826",9543.520
"20090825",9539.290
"20090824",9509.280
"20090821",9505.960
"20090820",9350.050
"20090819",9279.160
"20090818",9217.940
"20090817",9135.340
"20090814",9321.400
"20090813",9398.190
"20090812",9361.610
"20090811",9241.450
"20090810",9337.950
"20090807",9370.070
"20090806",9256.260
"20090805",9280.970
"20090804",9320.190
"20090803",9286.560
"20090731",9171.610
"20090730",9154.460
"20090729",9070.720
"20090728",9096.720
"20090727",9108.510
"20090724",9093.240
"20090723",9069.290
"20090722",8881.260
"20090721",8915.940
"20090720",8848.150
"20090717",8743.940
"20090716",8711.820
"20090715",8616.210
"20090714",8359.490
"20090713",8331.680
"20090710",8146.520
"20090709",8183.170
"20090708",8178.410
"20090707",8163.600
"20090706",8324.870
"20090702",8280.740
"20090701",8504.060
"20090630",8447.000
"20090629",8529.380
"20090626",8438.390
"20090625",8472.400
"20090624",8299.860
"20090623",8322.910
"20090622",8339.010
"20090619",8539.730
"20090618",8555.600
"20090617",8497.180
"20090616",8504.670
"20090615",8612.130
"20090612",8799.260
"20090611",8770.920
"20090610",8739.020
"20090609",8763.060
"20090608",8764.490
"20090605",8763.130
"20090604",8750.240
"20090603",8675.280
"20090602",8740.870
"20090601",8721.440
"20090529",8500.330
"20090528",8403.800
"20090527",8300.020
"20090526",8473.490
"20090522",8277.320
"20090521",8292.130
"20090520",8422.040
"20090519",8474.850
"20090518",8504.080
"20090515",8268.640
"20090514",8331.320
"20090513",8284.890
"20090512",8469.110
"20090511",8418.770
"20090508",8574.650
"20090507",8409.850
"20090506",8512.280
"20090505",8410.650
"20090504",8426.740
"20090501",8212.410
"20090430",8168.120
"20090429",8185.730
"20090428",8016.950
"20090427",8025.000
"20090424",8076.290
"20090423",7957.060
"20090422",7886.570
"20090421",7969.560
"20090420",7841.730
"20090417",8131.330
"20090416",8125.430
"20090415",8029.620
"20090414",7920.180
"20090413",8057.810
"20090409",8083.380
"20090408",7837.110
"20090407",7789.560
"20090406",7975.850
"20090403",8017.590
"20090402",7978.080
"20090401",7761.600
"20090331",7608.920
"20090330",7522.020
"20090327",7776.180
"20090326",7924.560
"20090325",7749.810
"20090324",7659.970
"20090323",7775.860
"20090320",7278.380
"20090319",7400.800
"20090318",7486.580
"20090317",7395.700
"20090316",7216.970
"20090313",7223.980
"20090312",7170.060
"20090311",6930.400
"20090310",6926.490
"20090309",6547.050
"20090306",6626.940
"20090305",6594.440
"20090304",6875.840
"20090303",6726.020
"20090302",6763.290
"20090227",7062.930
"20090226",7182.080
"20090225",7270.890
"20090224",7350.940
"20090223",7114.780
"20090220",7365.670
"20090219",7465.950
"20090218",7555.630
"20090217",7552.600
"20090213",7850.410
"20090212",7932.760
"20090211",7939.530
"20090210",7888.880
"20090209",8270.870
"20090206",8280.590
"20090205",8063.070
"20090204",7956.660
"20090203",8078.360
"20090202",7936.830
"20090130",8000.860
"20090129",8149.010
"20090128",8375.450
"20090127",8174.730
"20090126",8116.030
"20090123",8077.560
"20090122",8122.800
"20090121",8228.100
"20090120",7949.090
"20090116",8281.220
"20090115",8212.490
"20090114",8200.140
"20090113",8448.560
"20090112",8473.970
"20090109",8599.180
"20090108",8742.460
"20090107",8769.700
"20090106",9015.100
"20090105",8952.890
"20090102",9034.690
"20081231",8776.390
"20081230",8668.390
"20081229",8483.930
"20081226",8515.550
"20081224",8468.480
"20081223",8419.490
"20081222",8519.770
"20081219",8579.110
"20081218",8604.990
"20081217",8824.340
"20081216",8924.140
"20081215",8564.530
"20081212",8629.680
"20081211",8565.090
"20081210",8761.420
"20081209",8691.330
"20081208",8934.180
"20081205",8635.420
"20081204",8376.240
"20081203",8591.690
"20081202",8419.090
"20081201",8149.090
"20081128",8829.040
"20081126",8726.610
"20081125",8479.470
"20081124",8443.390
"20081121",8046.420
"20081120",7552.290
"20081119",7997.280
"20081118",8424.750
"20081117",8273.580
"20081114",8497.310
"20081113",8835.250
"20081112",8282.660
"20081111",8693.960
"20081110",8870.540
"20081107",8943.810
"20081106",8695.790
"20081105",9139.270
"20081104",9625.280
"20081103",9319.830
"20081031",9325.010
"20081030",9180.690
"20081029",8990.960
"20081028",9065.120
"20081027",8175.770
"20081024",8378.950
"20081023",8691.250
"20081022",8519.210
"20081021",9033.660
"20081020",9265.430
"20081017",8852.220
"20081016",8979.260
"20081015",8577.910
"20081014",9310.990
"20081013",9387.610
