"Time","National Debt - Daily USA  - Debt  - $"
"20130311",16703943129416.14
"20130308",16701846937879.74
"20130307",16701250641109.68
"20130306",16692238790019.20
"20130305",16663709478521.02
"20130304",16649703459968.00
"20130301",16640135316625.33
"20130228",16687289180215.37
"20130227",16607216503950.75
"20130226",16618701810927.77
"20130225",16610557777904.98
"20130222",16609040800845.56
"20130221",16608318357376.54
"20130220",16588751035306.37
"20130219",16552819142207.40
"20130215",16548926805129.36
"20130214",16540800290147.46
"20130213",16524304599079.04
"20130212",16494367339423.66
"20130211",16489930650594.15
"20130208",16488908847828.25
"20130207",16487564297892.03
"20130206",16479954658103.57
"20130205",16480910656603.96
"20130204",16475048398165.79
"20130201",16433779913880.34
"20130131",16433791850294.04
"20130130",16432495841444.68
"20130129",16432507858820.45
"20130128",16432519875802.97
"20130125",16432555923758.99
"20130124",16432567939377.32
"20130123",16432559091945.94
"20130122",16432571159411.57
"20130118",16432619424703.06
"20130117",16432631489854.70
"20130116",16432620067491.45
"20130115",16432632102288.69
"20130114",16432643996680.64
"20130111",16432680097613.85
"20130110",16432692129510.84
"20130109",16432646968419.66
"20130108",16432659028067.50
"20130107",16432671087771.63
"20130104",16432707263449.56
"20130103",16431219143696.53
"20130102",16432705914255.48
"20121231",16432730050569.12
"20121228",16336461552606.30
"20121227",16338243391747.00
"20121226",16337860200635.00
"20121224",16337556561533.60
"20121221",16336217360826.40
"20121220",16334217015073.40
"20121219",16352043784079.60
"20121218",16359758742907.70
"20121217",16351193522286.90
"20121214",16359576959576.40
"20121213",16369984159473.80
"20121212",16366422407639.90
"20121211",16375874429255.50
"20121210",16370056245929.60
"20121207",16365370575377.40
"20121206",16366436891948.00
"20121205",16337928777944.10
"20121204",16347055651380.30
"20121203",16338092943716.60
"20121130",16369548799604.90
"20121129",16323083449604.90
"20121128",16306713138468.80
"20121127",16317681766441.40
"20121126",16309738056362.40
"20121123",16307488943564.20
"20121121",16283161895179.80
"20121120",16292689481349.80
"20121119",16286110428799.00
"20121116",16281329916599.60
"20121115",16278932378520.90
"20121114",16244384093831.90
"20121113",16248293041003.50
"20121109",16244708707467.20
"20121108",16245318820569.30
"20121107",16213982129207.30
"20121106",16214358823745.30
"20121105",16209959246534.10
"20121102",16206129028709.20
"20121101",16221685381838.20
"20121031",16261470510720.70
"20121030",16204061671104.80
"20121029",16198993554072.30
"20121026",16197815714310.70
"20121025",16197082554040.00
"20121024",16194791826674.80
"20121023",16203845445635.70
"20121022",16198677971774.40
"20121019",16196052388163.20
"20121018",16198174452215.20
"20121017",16193100189055.20
"20121016",16199574839671.30
"20121015",16190979268766.60
"20121012",16157542962383.10
"20121011",16158270866947.20
"20121010",16157753419211.10
"20121009",16167932295919.50
"20121005",16161866671342.00
"20121004",16161879857156.60
"20121003",16153318273015.00
"20121002",16171037343408.50
"20121001",16159487013300.30
"20120928",16066241407385.80
"20120927",16015131024562.50
"20120926",16015837297632.30
"20120925",16022742650424.30
"20120924",16017841062517.00
"20120921",16016101949370.00
"20120920",16014424023771.60
"20120919",16012971761294.50
"20120918",16020975194914.80
"20120917",16008938323880.90
"20120914",16045783217833.70
"20120913",16045678692730.60
"20120912",16046337277273.30
"20120911",16054953743219.10
"20120910",16048018310212.90
"20120907",16046680286836.30
"20120906",16045515411416.80
"20120905",16020684444134.50
"20120904",16008060301079.10
"20120831",16015769788215.80
"20120830",15990541092391.90
"20120829",15978184771159.20
"20120828",15978918589911.70
"20120827",15975222200557.20
"20120824",15974809707529.10
"20120823",15976519029144.10
"20120822",15960468522111.20
"20120821",15970134937605.00
"20120820",15964767302206.60
"20120817",15962054850397.90
"20120816",15957959655187.20
"20120815",15944869685894.90
"20120814",15919488010442.70
"20120813",15915547390139.90
"20120810",15914973399362.50
"20120809",15915814457919.40
"20120808",15903941392436.30
"20120807",15912062243224.70
"20120806",15908699525928.40
"20120803",15904628648096.10
"20120802",15920591039091.80
"20120801",15907138660280.90
"20120731",15933234637493.50
"20120730",15873767378850.10
"20120727",15878374495398.40
"20120726",15879556244052.90
"20120725",15874859322768.40
"20120724",15882491122065.60
"20120723",15877234078986.00
"20120720",15874876409526.40
"20120719",15874365457260.40
"20120718",15874046715877.50
"20120717",15884155929632.00
"20120716",15875734673516.00
"20120713",15871166712270.80
"20120712",15871512181712.20
"20120711",15876457645132.60
"20120710",15885854755351.40
"20120709",15879266313073.20
"20120706",15879528608975.10
"20120705",15876652312551.20
"20120703",15880986464325.20
"20120702",15888741858820.60
"20120629",15856367214324.40
"20120628",15780999920520.10
"20120627",15778950543472.60
"20120626",15789104033603.70
"20120625",15782570144097.90
"20120622",15778438599568.20
"20120621",15779643362484.60
"20120620",15777954587181.90
"20120619",15784676619110.60
"20120618",15776139241010.30
"20120615",15772177351447.10
"20120614",15736971094472.10
"20120613",15735182423771.70
"20120612",15744360700064.80
"20120611",15737910187514.80
"20120608",15735363673245.80
"20120607",15733369432140.80
"20120606",15734596578458.50
"20120605",15733409283200.10
"20120604",15728112402859.90
"20120601",15724907364995.00
"20120531",15770685085364.10
"20120530",15716625300450.60
"20120529",15713655602953.20
"20120525",15711600946205.90
"20120524",15712446368243.60
"20120523",15714297615655.60
"20120522",15721218607447.00
"20120521",15715461162489.20
"20120518",15712206657211.00
"20120517",15712823135725.80
"20120516",15708753671767.60
"20120515",15716115612805.00
"20120514",15676996273860.80
"20120511",15674182767474.30
"20120510",15674689177258.50
"20120509",15674047733490.90
"20120508",15685726985716.40
"20120507",15675791363404.10
"20120504",15671916356611.30
"20120503",15671202480642.90
"20120502",15680495896140.50
"20120501",15673229738379.90
"20120430",15692368067305.20
"20120427",15623697207417.30
"20120426",15624347610476.80
"20120425",15623285528454.40
"20120424",15628266498708.00
"20120423",15620174049560.20
"20120420",15617358530369.90
"20120419",15615590975022.30
"20120418",15660736663887.90
"20120417",15661574232598.80
"20120416",15654638525397.60
"20120413",15615726037322.60
"20120412",15614994767843.30
"20120411",15618088043505.60
"20120410",15626832596694.90
"20120409",15621445734132.80
"20120406",15618640279582.90
"20120405",15619740170408.30
"20120404",15617722544078.90
"20120403",15616846574939.20
"20120402",15620325998403.90
"20120330",15582078681188.60
"20120329",15579852946457.60
"20120328",15580211803539.40
"20120327",15589407415161.70
"20120326",15586074570040.70
"20120323",15585576040333.70
"20120322",15584905894127.20
"20120321",15574428564198.30
"20120320",15583383846149.30
"20120319",15574238368104.80
"20120316",15566570829745.90
"20120315",15564809891767.90
"20120314",15516449945583.70
"20120313",15524177849489.60
"20120312",15519140875930.80
"20120309",15517051724148.90
"20120308",15517794642311.20
"20120307",15498306692627.90
"20120306",15499023629682.40
"20120305",15491983252196.40
"20120302",15489873651597.40
"20120301",15501014716143.70
"20120229",15488891296248.00
"20120228",15442120983663.80
"20120227",15438518062690.30
"20120224",15437987849460.90
"20120223",15435694556033.20
"20120222",15416323644046.70
"20120221",15419800222325.10
"20120217",15416593980013.00
"20120216",15413030984842.10
"20120215",15391735627010.10
"20120214",15359384163919.50
"20120213",15355198335393.60
"20120210",15354108706908.50
"20120209",15355838921022.10
"20120208",15335666215381.00
"20120207",15343504866785.60
"20120206",15337881657918.10
"20120203",15335108283338.50
"20120202",15351406294640.40
"20120201",15330778119850.60
"20120131",15356140493616.00
"20120130",15295052578718.00
"20120127",15236222907480.60
"20120126",15236231788440.20
"20120125",15236227594419.30
"20120124",15236236452380.40
"20120123",15236245309869.60
"20120120",15236271879792.70
"20120119",15236280735687.70
"20120118",15236279221858.30
"20120117",15236288061558.60
"20120113",15236323396400.40
"20120112",15236332233848.30
"20120111",15236307075631.50
"20120110",15236497198899.70
"20120109",15236506139986.80
"20120106",15236532960597.70
"20120105",15236541899973.10
"20120104",15236542247490.80
"20120103",15226217488652.30
"20111230",15222940045451.00
"20111229",15125898976397.10
"20111228",15125205774064.00
"20111227",15130583332494.90
"20111223",15128573259990.50
"20111222",15123728427980.10
"20111221",15123841039390.30
"20111220",15131979264288.80
"20111219",15104054667691.40
"20111216",15099497460357.50
"20111215",15098098486788.80
"20111214",15051286197149.70
"20111213",15060274082298.80
"20111212",15054018277569.00
"20111209",15052444423722.80
"20111208",15051160989938.20
"20111207",15046397725405.10
"20111206",15071624794970.60
"20111205",15068133903969.10
"20111202",15073380701589.50
"20111201",15088441787407.60
"20111130",15110498560876.70
"20111129",15054163621371.20
"20111128",15051673595197.90
"20111125",15048875933765.90
"20111123",15035881015969.20
"20111122",15047991504929.30
"20111121",15042288403018.40
"20111118",15040208108195.30
"20111117",15039350324589.20
"20111116",15026993847879.10
"20111115",15033607255920.30
"20111114",14977884880834.30
"20111110",14979610349742.60
"20111109",14973303402570.90
"20111108",14982443553379.40
"20111107",14976508611373.80
"20111104",14972665280820.90
"20111103",14973228608405.00
"20111102",14977962674363.80
"20111101",14971831021178.30
"20111031",14993709044140.70
"20111028",14937858721060.00
"20111027",14939575648588.50
"20111026",14937008744814.40
"20111025",14943613298774.70
"20111024",14940671706465.70
"20111021",14939232547985.00
"20111020",14940365910718.10
"20111019",14931296186933.20
"20111018",14942750688961.00
"20111017",14936592327091.30
"20111014",14874045668291.30
"20111013",14873884337768.90
"20111012",14868218296426.00
"20111011",14863312407851.30
"20111007",14860324039615.00
"20111006",14836776365856.50
"20111005",14858050692069.50
"20111004",14856859498405.70
"20111003",14837099271196.70
"20110930",14790340328557.10
"20110929",14695102108238.00
"20110928",14701883169793.20
"20110927",14707406820591.80
"20110926",14704006072461.80
"20110923",14700040072613.70
"20110922",14726790407953.70
"20110921",14705188086992.00
"20110920",14711870126618.40
"20110919",14729488947751.80
"20110916",14699021631213.00
"20110915",14696963569782.70
"20110914",14683910471705.90
"20110913",14717868058346.20
"20110912",14688259374281.20
"20110909",14711737198477.90
"20110908",14685550385913.10
"20110907",14717757015045.80
"20110906",14698625550307.30
"20110902",14694862366160.90
"20110901",14697414789563.40
"20110831",14684292994743.90
"20110830",14622644937576.90
"20110829",14624792689793.80
"20110826",14653828192917.30
"20110825",14653547886356.10
"20110824",14639107253101.10
"20110823",14649289670347.80
"20110822",14612435498338.60
"20110819",14639239567874.30
"20110818",14620196583424.20
"20110817",14613193161764.30
"20110816",14592242215641.90
"20110815",14615567348203.70
"20110812",14587192870422.60
"20110811",14587911305995.90
"20110810",14581957381309.70
"20110809",14591991499526.00
"20110808",14587727605443.40
"20110805",14584500839325.80
"20110804",14564970167709.30
"20110803",14574607940062.20
"20110802",14580704743080.90
"20110801",14342358440969.10
"20110729",14342369286195.60
"20110728",14342865885306.40
"20110727",14342819149604.70
"20110726",14342830116551.20
"20110725",14342841083049.60
"20110722",14342873980042.90
"20110721",14342884944996.20
"20110720",14342887364361.80
"20110719",14342898467069.00
"20110718",14342909569328.70
"20110715",14342942873692.80
"20110714",14342953885641.90
"20110713",14342954633916.40
"20110712",14342965850128.20
"20110711",14342977065892.70
"20110708",14343010710537.50
"20110707",14343021925343.10
"20110706",14343021848987.20
"20110705",14343033186678.50
"20110701",14343079266117.10
"20110630",14343087640008.40
"20110629",14344433700892.40
"20110628",14344445319806.30
"20110627",14344456938174.10
"20110624",14344491791132.70
"20110623",14344503407708.90
"20110622",14344500633576.20
"20110621",14344512410044.10
"20110620",14344524186068.10
"20110617",14344559511924.90
"20110616",14344571286149.80
"20110615",14344566636826.20
"20110614",14344578556731.90
"20110613",14344590476192.30
"20110610",14344626232128.90
"20110609",14344638149810.40
"20110608",14344634161864.90
"20110607",14344646208741.80
"20110606",14344658255226.80
"20110603",14344694392217.20
"20110602",14344706437041.50
"20110601",14344655966314.30
"20110531",14344668281211.00
"20110527",14345428204844.10
"20110526",14345440513979.30
"20110525",14345436174196.40
"20110524",14345448620741.80
"20110523",14345461067006.00
"20110520",14345498402738.70
"20110519",14345510847235.20
"20110518",14345512216989.00
"20110517",14345524862360.00
"20110516",14345537505802.40
"20110513",14308385181650.10
"20110512",14307799341563.80
"20110511",14322057756517.10
"20110510",14331522797881.60
"20110509",14325784545788.30
"20110506",14322686905560.00
"20110505",14321667187751.50
"20110504",14333813490636.00
"20110503",14331792440897.70
"20110502",14320649656092.60
"20110429",14287630052323.10
"20110428",14282598097540.70
"20110427",14295127825809.10
"20110426",14304410507726.10
"20110425",14298930020698.50
"20110422",14293242770354.80
"20110421",14290788661250.50
"20110420",14314796837035.70
"20110419",14320468555091.60
"20110418",14309159097877.60
"20110415",14305336580992.10
"20110414",14270792119184.80
"20110413",14264147359046.20
"20110412",14272993603617.40
"20110411",14267760539191.80
"20110408",14265383134019.50
"20110407",14264245526311.50
"20110406",14259761986879.60
"20110405",14262144462897.90
"20110404",14243931564216.50
"20110401",14251174516308.40
"20110331",14270114530800.30
"20110330",14210139988236.70
"20110329",14215744197688.20
"20110328",14211567662931.20
"20110325",14211533551640.90
"20110324",14210071848853.10
"20110323",14224998096211.70
"20110322",14233559283692.40
"20110321",14228193126138.70
"20110318",14224862420919.30
"20110317",14223730274180.80
"20110316",14232849993955.10
"20110315",14237952276898.60
"20110314",14166030787779.80
"20110311",14164360361278.80
"20110310",14163433071135.20
"20110309",14182663848364.00
"20110308",14193176753471.60
"20110307",14186168803680.40
"20110304",14182627184881.00
"20110303",14182086199057.00
"20110302",14178525108267.60
"20110301",14172957589856.60
"20110228",14194764339462.60
"20110225",14137541098872.70
"20110224",14119807822019.40
"20110223",14125462676307.50
"20110222",14128556647662.60
"20110218",14124831879791.30
"20110217",14123589307190.50
"20110216",14129889690377.50
"20110215",14138085120211.60
"20110214",14081561324681.80
"20110211",14082712722334.90
"20110210",14083345766082.10
"20110209",14098789113781.30
"20110208",14110420810062.20
"20110207",14104021737251.50
"20110204",14099823671305.00
"20110203",14100427020880.90
"20110202",14116512433408.60
"20110201",14109842878903.50
"20110131",14131051056010.80
"20110128",14056512363629.30
"20110127",14059409159678.40
"20110126",14060011229556.30
"20110125",14067472135118.60
"20110124",14062239904820.60
"20110121",14060136959466.50
"20110120",14056313474932.50
"20110119",14053512150448.40
"20110118",14052380830542.80
"20110114",14007943536871.10
"20110113",14007216975377.50
"20110112",14010389488111.50
"20110111",14019559567587.80
"20110110",14014345009018.60
"20110107",14009422364546.00
"20110106",14011793170981.70
"20110105",14011526727895.80
"20110104",14014049043294.40
"20110103",13997932781828.80
"20101231",14025215218708.50
"20101230",13871130353817.40
"20101229",13870949681979.40
"20101228",13877230355933.00
"20101227",13874000269245.60
"20101224",13866145290604.60
"20101223",13865176563186.30
"20101222",13858529371601.00
"20101221",13867477082973.70
"20101220",13868461288845.80
"20101217",13883400070159.80
"20101216",13878837351150.60
"20101215",13879785054580.10
"20101214",13852589330911.80
"20101213",13848017156749.00
"20101210",13846685751077.10
"20101209",13846494847569.80
"20101208",13847884133109.60
"20101207",13838490314497.60
"20101206",13834824737060.60
"20101203",13833511738992.20
"20101202",13840966239053.10
"20101201",13834918581977.00
"20101130",13860773759018.40
"20101129",13790302153225.80
"20101126",13794243004364.80
"20101124",13788289275079.90
"20101123",13797004450927.60
"20101122",13794645743594.50
"20101119",13789699194529.30
"20101118",13788455142118.00
"20101117",13789278919702.60
"20101116",13795134710938.40
"20101115",13789013561493.70
"20101112",13721979465685.30
"20101110",13719547683746.40
"20101109",13727147399038.50
"20101108",13725166759183.40
"20101105",13723330060510.50
"20101104",13723439668440.10
"20101103",13718711829904.30
"20101102",13723974060859.20
"20101101",13713087906377.30
"20101029",13668825497341.30
"20101028",13658812457389.50
"20101027",13663891267223.30
"20101026",13673749566734.10
"20101025",13669359903495.60
"20101022",13667624992210.90
"20101021",13667983325978.30
"20101020",13667947376827.80
"20101019",13676109536322.00
"20101018",13668894473093.40
"20101015",13665926643255.90
"20101014",13606947094101.90
"20101013",13612299748993.30
"20101012",13612664732574.90
"20101008",13614052490714.70
"20101007",13615674949267.90
"20101006",13624678196435.00
"20101005",13624352674172.70
"20101004",13617255556356.00
"20101001",13610847585810.00
"20100930",13561623030891.70
"20100929",13466272411365.60
"20100928",13472761083757.80
"20100927",13468173874830.00
"20100924",13466818283723.40
"20100923",13463477025087.50
"20100922",13471094170316.20
"20100921",13476661616652.10
"20100920",13469342458134.10
"20100917",13467745270382.70
"20100916",13464896653374.10
"20100915",13498026949136.50
"20100914",13440225498627.40
"20100913",13443442988893.40
"20100910",13441762397157.20
"20100909",13444496046138.40
"20100908",13435355520330.40
"20100907",13438770879030.70
"20100903",13435343171187.80
"20100902",13442057367029.20
"20100901",13426803373412.00
"20100831",13449652537035.00
"20100830",13369841967694.30
"20100827",13375222710985.00
"20100826",13376189739693.60
"20100825",13361354442247.90
"20100824",13371301700295.20
"20100823",13363278285831.30
"20100820",13361739911386.50
"20100819",13363227573941.60
"20100818",13353801011553.90
"20100817",13364739861340.50
"20100816",13356994188341.40
"20100813",13315417951875.00
"20100812",13317048837517.10
"20100811",13307871897992.90
"20100810",13319830936991.00
"20100809",13311250227462.80
"20100806",13310114269532.30
"20100805",13310887351665.80
"20100804",13302301677300.10
"20100803",13301637817150.90
"20100802",13296826659389.50
"20100730",13237726976890.00
"20100729",13246508860572.00
"20100728",13247793649102.80
"20100727",13258280104675.60
"20100726",13252030092034.00
"20100723",13248524997009.90
"20100722",13249153625870.30
"20100721",13237494446894.50
"20100720",13245998461216.30
"20100719",13242893842328.70
"20100716",13239903754450.70
"20100715",13240228521494.80
"20100714",13189505566215.80
"20100713",13199290856204.30
"20100712",13194523014378.20
"20100709",13193854880648.00
"20100708",13192234850314.20
"20100707",13181991714131.10
"20100706",13177644774581.60
"20100702",13175330731664.70
"20100701",13178317356215.70
"20100630",13203473753968.10
"20100629",13037542715703.80
"20100628",13038916836943.40
"20100625",13038305786811.20
"20100624",13038079983718.30
"20100623",13041849923645.90
"20100622",13046652647591.80
"20100621",13040053515762.10
"20100618",13038455716111.80
"20100617",13038877263966.70
"20100616",13073000699429.70
"20100615",13078420280010.60
"20100614",13043148269336.40
"20100611",13041208520697.10
"20100610",13041405343973.40
"20100609",13046148615770.70
"20100608",13056957049453.40
"20100607",13052204878286.70
"20100604",13050588009652.60
"20100603",13056249966400.10
"20100602",13058289851171.50
"20100601",13050826460886.90
"20100528",12992539130957.20
"20100527",12987916782708.50
"20100526",12987274122710.70
"20100525",12995779490444.50
"20100524",12989095409531.00
"20100521",12987796841336.50
"20100520",12987822672429.00
"20100519",12975292327567.90
"20100518",12984666665110.50
"20100517",12974895930216.50
"20100514",12926689780236.60
"20100513",12927411267929.20
"20100512",12923161977864.20
"20100511",12931157737293.40
"20100510",12926785477772.90
"20100507",12928941224629.50
"20100506",12932913325200.60
"20100505",12943495066136.10
"20100504",12940953934792.90
"20100503",12927020546327.10
"20100430",12948738915856.80
"20100429",12853100126888.40
"20100428",12876734073745.70
"20100427",12886315749582.90
"20100426",12880364008405.90
"20100423",12877195922374.90
"20100422",12872601270864.40
"20100421",12865514120486.80
"20100420",12871255665556.80
"20100419",12863049415216.30
"20100416",12877714305798.80
"20100415",12874618766079.20
"20100414",12823492436215.10
"20100413",12831193383690.60
"20100412",12826379456286.80
"20100409",12825687391205.70
"20100408",12826031306447.90
"20100407",12791874548454.10
"20100406",12792967119405.50
"20100405",12786559060352.50
"20100402",12762747199516.70
"20100401",12764878911618.10
"20100331",12773123096139.40
"20100330",12684570896780.80
"20100329",12686249797715.00
"20100326",12685893723805.70
"20100325",12687570153023.90
"20100324",12662466657519.80
"20100323",12670895780689.20
"20100322",12663372436835.10
"20100319",12661039727506.60
"20100318",12661296056307.20
"20100317",12639779478641.80
"20100316",12643701402529.50
"20100315",12636662956140.00
"20100312",12575678862901.60
"20100311",12575479490348.40
"20100310",12544389439808.40
"20100309",12552703515296.80
"20100308",12546372001879.70
"20100305",12544703929352.50
"20100304",12545490013032.20
"20100303",12508944297560.50
"20100302",12519423725485.30
"20100301",12507536462861.00
"20100226",12440068020714.40
"20100225",12433661592275.40
"20100224",12401781166870.00
"20100223",12409374679862.00
"20100222",12403027179655.20
"20100219",12402054835588.60
"20100218",12401448666808.30
"20100217",12386495535882.20
"20100216",12384358013736.30
"20100212",12351624191901.00
"20100211",12349324464284.20
"20100210",12340570199406.30
"20100209",12349467132738.40
"20100208",12347902954531.70
"20100205",12345510656150.00
"20100204",12346427470024.00
"20100203",12354041054846.90
"20100202",12360943989345.40
"20100201",12349463585067.40
"20100129",12278635997966.80
"20100128",12274431428037.20
"20100127",12301772321038.00
"20100126",12308886504801.90
"20100125",12303736486568.40
"20100122",12302465487917.30
"20100121",12300163248044.60
"20100120",12327380804696.80
"20100119",12322107592352.90
"20100115",12319326469724.40
"20100114",12258545028915.20
"20100113",12282274011672.10
"20100112",12291168534193.70
"20100111",12285484345787.30
"20100108",12280604597845.50
"20100107",12280845281517.50
"20100106",12302080159963.00
"20100105",12303300925702.10
"20100104",12290238158257.10
"20091231",12311349677512.00
"20091230",12144893016570.40
"20091229",12100218479276.10
"20091228",12104441214373.60
"20091224",12101272618959.00
"20091223",12102603428507.70
"20091222",12095072597209.10
"20091221",12099243026724.50
"20091218",12097983161366.60
"20091217",12097698782543.90
"20091216",12129073186050.20
"20091215",12134970556795.00
"20091214",12071280871918.40
"20091211",12081709382532.30
"20091210",12092672900402.30
"20091209",12079739352131.10
"20091208",12091292877094.80
"20091207",12086172114368.20
"20091204",12087444121549.00
"20091203",12087361675014.70
"20091202",12090825003370.20
"20091201",12089226465642.50
"20091130",12113047538115.40
"20091127",12008650382616.40
"20091125",12009454244833.70
"20091124",12016320934466.70
"20091123",12011838881463.60
"20091120",12010561742215.20
"20091119",12011787382266.60
"20091118",12030202701513.90
"20091117",12039319107488.80
"20091116",12031299186290.00
"20091113",11991506876413.00
"20091112",11991219535897.80
"20091110",11986954033520.50
"20091109",11990022541364.70
"20091106",11988878801691.10
"20091105",11990561444829.40
"20091104",11978953722825.90
"20091103",11978591612480.90
"20091102",11974737715216.10
"20091030",11893091028361.00
"20091029",11868457477911.90
"20091028",11893668881089.00
"20091027",11901429311747.90
"20091026",11897586393656.60
"20091023",11895889017776.10
"20091022",11896808244570.20
"20091021",11948456481573.90
"20091020",11956584748608.50
"20091019",11952611405769.00
"20091016",11948722543849.90
"20091015",11946703132807.30
"20091014",11903588660952.00
"20091013",11907608545823.20
"20091009",11895799292208.40
"20091008",11898952750944.50
"20091007",11925719527944.60
"20091006",11927435900948.90
"20091005",11919879121739.50
"20091002",11917948701570.00
"20091001",11920519164319.40
"20090930",11909829003511.70
"20090929",11776112848656.10
"20090928",11771450693745.00
"20090925",11770698157074.20
"20090924",11770679815806.10
"20090923",11813723781466.40
"20090922",11819629178802.20
"20090921",11811086447487.90
"20090918",11807667118297.60
"20090917",11809239038438.40
"20090916",11827966342208.40
"20090915",11834190645301.00
"20090914",11792615473271.70
"20090911",11794695304981.70
"20090910",11795045980436.60
"20090909",11784424784049.60
"20090908",11787419577736.60
"20090904",11785028226957.00
"20090903",11787062206713.50
"20090902",11797543701288.30
"20090901",11792918170836.40
"20090831",11812870150873.50
"20090828",11718758941630.90
"20090827",11725477836090.80
"20090826",11716563436531.30
"20090825",11730400622450.30
"20090824",11719060925865.80
"20090821",11719258192538.90
"20090820",11720828555380.10
"20090819",11718232402326.00
"20090818",11726594754347.90
"20090817",11682544443828.70
"20090814",11669783083275.80
"20090813",11662830881880.00
"20090812",11658192962449.80
"20090811",11666485985007.80
"20090810",11661947544315.80
"20090807",11658212708636.40
"20090806",11660142454203.90
"20090805",11659077874250.30
"20090804",11659644290011.80
"20090803",11648548144569.70
"20090731",11669251349504.60
"20090730",11581201791282.10
"20090729",11611217335101.00
"20090728",11612707445497.10
"20090727",11607787344879.70
"20090724",11606528598129.70
"20090723",11605521079842.10
"20090722",11595495788840.00
"20090721",11604364019085.60
"20090720",11601270694948.60
"20090717",11600488226683.20
"20090716",11598417943168.10
"20090715",11579428713952.50
"20090714",11528990866940.70
"20090713",11525392902001.60
"20090710",11524606290165.00
"20090709",11526304058825.50
"20090708",11515064224509.80
"20090707",11523843053689.90
"20090706",11520570236023.30
"20090703",11490988069885.80
"20090702",11489560999310.70
"20090701",11518472742288.00
"20090630",11545275346431.30
"20090629",11358401131131.40
"20090626",11362480417393.30
"20090625",11363514364365.20
"20090624",11365652939856.30
"20090623",11407973761151.00
"20090622",11400656567952.60
"20090619",11397711606020.00
"20090618",11399258796766.10
"20090617",11402770228073.90
"20090616",11406012959882.50
"20090615",11400723732452.20
"20090612",11374952729568.30
"20090611",11375626420309.60
"20090610",11383987605139.00
"20090609",11391459255428.90
"20090608",11390254109727.10
"20090605",11387943461664.80
"20090604",11388997387553.00
"20090603",11374265930605.70
"20090602",11382737715925.20
"20090601",11379966189575.00
"20090529",11321599905356.40
"20090528",11311681705086.10
"20090527",11301114877848.30
"20090526",11305594490199.60
"20090522",11301675926828.90
"20090521",11305673498034.10
"20090520",11285462042449.60
"20090519",11293355611258.50
"20090518",11286593315851.00
"20090515",11284110407424.50
"20090514",11270547397564.60
"20090513",11255959564418.40
"20090512",11263799743425.90
"20090511",11260454652131.20
"20090508",11258693795457.10
"20090507",11256266640050.20
"20090506",11226807485330.00
"20090505",11227464371841.40
"20090504",11219969983013.60
"20090501",11208076192300.50
"20090430",11238592141958.60
"20090429",11152922414388.20
"20090428",11194339423305.90
"20090427",11189456636736.20
"20090424",11185300192981.20
"20090423",11184922662862.80
"20090422",11191057364056.80
"20090421",11193459542379.90
"20090420",11189382518232.70
"20090417",11185715978983.30
"20090416",11183899252728.00
"20090415",11218863034278.70
"20090414",11172298738031.40
"20090413",11169978555115.40
"20090410",11169725647724.50
"20090409",11169466380008.30
"20090408",11145352700191.50
"20090407",11152772833835.80
"20090406",11149346771082.80
"20090403",11146566832297.30
"20090402",11124519301253.20
"20090401",11110654357209.30
"20090331",11126941485713.30
"20090330",11043588980678.90
"20090327",11045554110788.90
"20090326",11046247657049.40
"20090325",11037916881157.80
"20090324",11046928257010.20
"20090323",11041711544305.30
"20090320",11040807027558.10
"20090319",11039686130898.10
"20090318",11034225094391.00
"20090317",11042553971450.40
"20090316",11033157578669.70
"20090313",10983750182347.20
"20090312",10983549928728.70
"20090311",10951099637335.60
"20090310",10958408586222.40
"20090309",10952663030603.40
"20090306",10951578308859.00
"20090305",10953034411520.10
"20090304",10944337682981.40
"20090303",10943838929434.90
"20090302",10942165294650.80
"20090227",10877144501237.50
"20090226",10881159722022.30
"20090225",10837499231127.10
"20090224",10843355058860.90
"20090223",10839526591486.90
"20090220",10838758414164.40
"20090219",10802021982124.70
"20090218",10789925775196.70
"20090217",10789783760341.40
"20090213",10759016081652.90
"20090212",10759196587563.40
"20090211",10713124215572.20
"20090210",10721365792566.20
"20090209",10717726200848.10
"20090206",10717280371345.80
"20090205",10717998123287.70
"20090204",10669192308562.40
"20090203",10668643381356.90
"20090202",10667963268393.20
"20090130",10632005246736.90
"20090129",10626297420130.80
"20090128",10617861263183.30
"20090127",10626078634370.50
"20090126",10620857710762.30
"20090123",10620397126433.50
"20090122",10618718703374.70
"20090121",10625053544309.70
"20090120",10626877048913.00
"20090116",10628881485510.20
"20090115",10627708753691.40
"20090114",10605968804933.40
"20090113",10613904888048.10
"20090112",10609790681008.40
"20090109",10609758567607.10
"20090108",10608325323172.50
"20090107",10635772096222.70
"20090106",10638425746293.80
"20090105",10635512060907.10
"20090102",10627961295930.60
"20081231",10699804864612.10
"20081230",10553014664691.60
"20081229",10554113905232.00
"20081226",10552775879227.10
"20081224",10586589075929.30
"20081223",10601771342207.10
"20081222",10567429429138.10
"20081219",10598195081084.50
"20081218",10598468155070.30
"20081217",10655552067433.70
"20081216",10630556502899.80
"20081215",10655601512061.10
"20081212",10597068737927.10
"20081211",10597885059458.70
"20081210",10648440877251.60
"20081209",10656119227403.00
"20081208",10653930363287.90
"20081205",10653271333099.90
"20081204",10653883024152.80
"20081203",10675932885390.20
"20081202",10685166611275.20
"20081201",10681135920463.00
